Stock,Open Price,Close Price,Final Value,Profit/Loss
EL,144.33999633789062,137.3000030517578,95.12263165806611,-4.877368341933888
EL,136.7100067138672,134.80999755859375,98.61019013827558,-1.389809861724416
EL,133.74000549316406,125.83000183105469,94.08553661042455,-5.914463389575445
EL,126.25,130.8000030517578,103.60396281327353,3.603962813273526
EL,130.77000427246094,134.1199951171875,102.56174255202043,2.5617425520204335
EL,159.4600067138672,143.33999633789062,89.89087564451061,-10.109124355489385
EL,143.9199981689453,146.3699951171875,101.70233253155422,1.7023325315542195
EL,144.0,149.99000549316406,104.15972603691948,4.15972603691948
EL,149.0,148.8300018310547,99.88590726916422,-0.11409273083577887
EL,148.5500030517578,149.5,100.63951324720685,0.6395132472068497
